cid;grupo_cid;descricao_grupo
N52.1;N00-N99;Doenças do aparelho geniturinário
N52.2;N00-N99;Doenças do aparelho geniturinário
N52.3;N00-N99;Doenças do aparelho geniturinário
N52.4;N00-N99;Doenças do aparelho geniturinário
N52.5;N00-N99;Doenças do aparelho geniturinário
N52.6;N00-N99;Doenças do aparelho geniturinário
N52.7;N00-N99;Doenças do aparelho geniturinário
N52.8;N00-N99;Doenças do aparelho geniturinário
N52.9;N00-N99;Doenças do aparelho geniturinário
N53;N00-N99;Doenças do aparelho geniturinário
N53.0;N00-N99;Doenças do aparelho geniturinário
N53.1;N00-N99;Doenças do aparelho geniturinário
N53.2;N00-N99;Doenças do aparelho geniturinário
N53.3;N00-N99;Doenças do aparelho geniturinário
N53.4;N00-N99;Doenças do aparelho geniturinário
N53.5;N00-N99;Doenças do aparelho geniturinário
N53.6;N00-N99;Doenças do aparelho geniturinário
N53.7;N00-N99;Doenças do aparelho geniturinário
N53.8;N00-N99;Doenças do aparelho geniturinário
N53.9;N00-N99;Doenças do aparelho geniturinário
N54;N00-N99;Doenças do aparelho geniturinário
N54.0;N00-N99;Doenças do aparelho geniturinário
N54.1;N00-N99;Doenças do aparelho geniturinário
N54.2;N00-N99;Doenças do aparelho geniturinário
N54.3;N00-N99;Doenças do aparelho geniturinário
N54.4;N00-N99;Doenças do aparelho geniturinário
N54.5;N00-N99;Doenças do aparelho geniturinário
N54.6;N00-N99;Doenças do aparelho geniturinário
N54.7;N00-N99;Doenças do aparelho geniturinário
N54.8;N00-N99;Doenças do aparelho geniturinário
N54.9;N00-N99;Doenças do aparelho geniturinário
N55;N00-N99;Doenças do aparelho geniturinário
N55.0;N00-N99;Doenças do aparelho geniturinário
N55.1;N00-N99;Doenças do aparelho geniturinário
N55.2;N00-N99;Doenças do aparelho geniturinário
N55.3;N00-N99;Doenças do aparelho geniturinário
N55.4;N00-N99;Doenças do aparelho geniturinário
N55.5;N00-N99;Doenças do aparelho geniturinário
N55.6;N00-N99;Doenças do aparelho geniturinário
N55.7;N00-N99;Doenças do aparelho geniturinário
N55.8;N00-N99;Doenças do aparelho geniturinário
N55.9;N00-N99;Doenças do aparelho geniturinário
N56;N00-N99;Doenças do aparelho geniturinário
N56.0;N00-N99;Doenças do aparelho geniturinário
N56.1;N00-N99;Doenças do aparelho geniturinário
N56.2;N00-N99;Doenças do aparelho geniturinário
N56.3;N00-N99;Doenças do aparelho geniturinário
N56.4;N00-N99;Doenças do aparelho geniturinário
N56.5;N00-N99;Doenças do aparelho geniturinário
N56.6;N00-N99;Doenças do aparelho geniturinário
N56.7;N00-N99;Doenças do aparelho geniturinário
N56.8;N00-N99;Doenças do aparelho geniturinário
N56.9;N00-N99;Doenças do aparelho geniturinário
N57;N00-N99;Doenças do aparelho geniturinário
N57.0;N00-N99;Doenças do aparelho geniturinário
N57.1;N00-N99;Doenças do aparelho geniturinário
N57.2;N00-N99;Doenças do aparelho geniturinário
N57.3;N00-N99;Doenças do aparelho geniturinário
N57.4;N00-N99;Doenças do aparelho geniturinário
N57.5;N00-N99;Doenças do aparelho geniturinário
N57.6;N00-N99;Doenças do aparelho geniturinário
N57.7;N00-N99;Doenças do aparelho geniturinário
N57.8;N00-N99;Doenças do aparelho geniturinário
N57.9;N00-N99;Doenças do aparelho geniturinário
N58;N00-N99;Doenças do aparelho geniturinário
N58.0;N00-N99;Doenças do aparelho geniturinário
N58.1;N00-N99;Doenças do aparelho geniturinário
N58.2;N00-N99;Doenças do aparelho geniturinário
N58.3;N00-N99;Doenças do aparelho geniturinário
N58.4;N00-N99;Doenças do aparelho geniturinário
N58.5;N00-N99;Doenças do aparelho geniturinário
N58.6;N00-N99;Doenças do aparelho geniturinário
N58.7;N00-N99;Doenças do aparelho geniturinário
N58.8;N00-N99;Doenças do aparelho geniturinário
N58.9;N00-N99;Doenças do aparelho geniturinário
N59;N00-N99;Doenças do aparelho geniturinário
N59.0;N00-N99;Doenças do aparelho geniturinário
N59.1;N00-N99;Doenças do aparelho geniturinário
N59.2;N00-N99;Doenças do aparelho geniturinário
N59.3;N00-N99;Doenças do aparelho geniturinário
N59.4;N00-N99;Doenças do aparelho geniturinário
N59.5;N00-N99;Doenças do aparelho geniturinário
N59.6;N00-N99;Doenças do aparelho geniturinário
N59.7;N00-N99;Doenças do aparelho geniturinário
N59.8;N00-N99;Doenças do aparelho geniturinário
N59.9;N00-N99;Doenças do aparelho geniturinário
N60;N00-N99;Doenças do aparelho geniturinário
N60.0;N00-N99;Doenças do aparelho geniturinário
N60.1;N00-N99;Doenças do aparelho geniturinário
N60.2;N00-N99;Doenças do aparelho geniturinário
N60.3;N00-N99;Doenças do aparelho geniturinário
N60.4;N00-N99;Doenças do aparelho geniturinário
N60.5;N00-N99;Doenças do aparelho geniturinário
N60.6;N00-N99;Doenças do aparelho geniturinário
N60.7;N00-N99;Doenças do aparelho geniturinário
N60.8;N00-N99;Doenças do aparelho geniturinário
N60.9;N00-N99;Doenças do aparelho geniturinário
N61;N00-N99;Doenças do aparelho geniturinário
N61.0;N00-N99;Doenças do aparelho geniturinário
N61.1;N00-N99;Doenças do aparelho geniturinário
N61.2;N00-N99;Doenças do aparelho geniturinário
N61.3;N00-N99;Doenças do aparelho geniturinário
N61.4;N00-N99;Doenças do aparelho geniturinário
N61.5;N00-N99;Doenças do aparelho geniturinário
N61.6;N00-N99;Doenças do aparelho geniturinário
N61.7;N00-N99;Doenças do aparelho geniturinário
N61.8;N00-N99;Doenças do aparelho geniturinário
N61.9;N00-N99;Doenças do aparelho geniturinário
N62;N00-N99;Doenças do aparelho geniturinário
N62.0;N00-N99;Doenças do aparelho geniturinário
N62.1;N00-N99;Doenças do aparelho geniturinário
N62.2;N00-N99;Doenças do aparelho geniturinário
N62.3;N00-N99;Doenças do aparelho geniturinário
N62.4;N00-N99;Doenças do aparelho geniturinário
N62.5;N00-N99;Doenças do aparelho geniturinário
N62.6;N00-N99;Doenças do aparelho geniturinário
N62.7;N00-N99;Doenças do aparelho geniturinário
N62.8;N00-N99;Doenças do aparelho geniturinário
N62.9;N00-N99;Doenças do aparelho geniturinário
N63;N00-N99;Doenças do aparelho geniturinário
N63.0;N00-N99;Doenças do aparelho geniturinário
N63.1;N00-N99;Doenças do aparelho geniturinário
N63.2;N00-N99;Doenças do aparelho geniturinário
N63.3;N00-N99;Doenças do aparelho geniturinário
N63.4;N00-N99;Doenças do aparelho geniturinário
N63.5;N00-N99;Doenças do aparelho geniturinário
N63.6;N00-N99;Doenças do aparelho geniturinário
N63.7;N00-N99;Doenças do aparelho geniturinário
N63.8;N00-N99;Doenças do aparelho geniturinário
N63.9;N00-N99;Doenças do aparelho geniturinário
N64;N00-N99;Doenças do aparelho geniturinário
N64.0;N00-N99;Doenças do aparelho geniturinário
N64.1;N00-N99;Doenças do aparelho geniturinário
N64.2;N00-N99;Doenças do aparelho geniturinário
N64.3;N00-N99;Doenças do aparelho geniturinário
N64.4;N00-N99;Doenças do aparelho geniturinário
N64.5;N00-N99;Doenças do aparelho geniturinário
N64.6;N00-N99;Doenças do aparelho geniturinário
N64.7;N00-N99;Doenças do aparelho geniturinário
N64.8;N00-N99;Doenças do aparelho geniturinário
N64.9;N00-N99;Doenças do aparelho geniturinário
N65;N00-N99;Doenças do aparelho geniturinário
N65.0;N00-N99;Doenças do aparelho geniturinário
N65.1;N00-N99;Doenças do aparelho geniturinário
N65.2;N00-N99;Doenças do aparelho geniturinário
N65.3;N00-N99;Doenças do aparelho geniturinário
N65.4;N00-N99;Doenças do aparelho geniturinário
N65.5;N00-N99;Doenças do aparelho geniturinário
N65.6;N00-N99;Doenças do aparelho geniturinário
N65.7;N00-N99;Doenças do aparelho geniturinário
N65.8;N00-N99;Doenças do aparelho geniturinário
N65.9;N00-N99;Doenças do aparelho geniturinário
N66;N00-N99;Doenças do aparelho geniturinário
N66.0;N00-N99;Doenças do aparelho geniturinário
N66.1;N00-N99;Doenças do aparelho geniturinário
N66.2;N00-N99;Doenças do aparelho geniturinário
N66.3;N00-N99;Doenças do aparelho geniturinário
N66.4;N00-N99;Doenças do aparelho geniturinário
N66.5;N00-N99;Doenças do aparelho geniturinário
N66.6;N00-N99;Doenças do aparelho geniturinário
N66.7;N00-N99;Doenças do aparelho geniturinário
N66.8;N00-N99;Doenças do aparelho geniturinário
N66.9;N00-N99;Doenças do aparelho geniturinário
N67;N00-N99;Doenças do aparelho geniturinário
N67.0;N00-N99;Doenças do aparelho geniturinário
N67.1;N00-N99;Doenças do aparelho geniturinário
N67.2;N00-N99;Doenças do aparelho geniturinário
N67.3;N00-N99;Doenças do aparelho geniturinário
N67.4;N00-N99;Doenças do aparelho geniturinário
N67.5;N00-N99;Doenças do aparelho geniturinário
N67.6;N00-N99;Doenças do aparelho geniturinário
N67.7;N00-N99;Doenças do aparelho geniturinário
N67.8;N00-N99;Doenças do aparelho geniturinário
N67.9;N00-N99;Doenças do aparelho geniturinário
N68;N00-N99;Doenças do aparelho geniturinário
N68.0;N00-N99;Doenças do aparelho geniturinário
N68.1;N00-N99;Doenças do aparelho geniturinário
N68.2;N00-N99;Doenças do aparelho geniturinário
N68.3;N00-N99;Doenças do aparelho geniturinário
N68.4;N00-N99;Doenças do aparelho geniturinário
N68.5;N00-N99;Doenças do aparelho geniturinário
N68.6;N00-N99;Doenças do aparelho geniturinário
N68.7;N00-N99;Doenças do aparelho geniturinário
N68.8;N00-N99;Doenças do aparelho geniturinário
N68.9;N00-N99;Doenças do aparelho geniturinário
N69;N00-N99;Doenças do aparelho geniturinário
N69.0;N00-N99;Doenças do aparelho geniturinário
N69.1;N00-N99;Doenças do aparelho geniturinário
N69.2;N00-N99;Doenças do aparelho geniturinário
N69.3;N00-N99;Doenças do aparelho geniturinário
N69.4;N00-N99;Doenças do aparelho geniturinário
N69.5;N00-N99;Doenças do aparelho geniturinário
N69.6;N00-N99;Doenças do aparelho geniturinário
N69.7;N00-N99;Doenças do aparelho geniturinário
N69.8;N00-N99;Doenças do aparelho geniturinário
N69.9;N00-N99;Doenças do aparelho geniturinário
N70;N00-N99;Doenças do aparelho geniturinário
N70.0;N00-N99;Doenças do aparelho geniturinário
N70.1;N00-N99;Doenças do aparelho geniturinário
N70.2;N00-N99;Doenças do aparelho geniturinário
N70.3;N00-N99;Doenças do aparelho geniturinário
N70.4;N00-N99;Doenças do aparelho geniturinário
N70.5;N00-N99;Doenças do aparelho geniturinário
N70.6;N00-N99;Doenças do aparelho geniturinário
N70.7;N00-N99;Doenças do aparelho geniturinário
N70.8;N00-N99;Doenças do aparelho geniturinário
N70.9;N00-N99;Doenças do aparelho geniturinário
N71;N00-N99;Doenças do aparelho geniturinário
N71.0;N00-N99;Doenças do aparelho geniturinário
N71.1;N00-N99;Doenças do aparelho geniturinário
N71.2;N00-N99;Doenças do aparelho geniturinário
N71.3;N00-N99;Doenças do aparelho geniturinário
N71.4;N00-N99;Doenças do aparelho geniturinário
N71.5;N00-N99;Doenças do aparelho geniturinário
N71.6;N00-N99;Doenças do aparelho geniturinário
N71.7;N00-N99;Doenças do aparelho geniturinário
N71.8;N00-N99;Doenças do aparelho geniturinário
N71.9;N00-N99;Doenças do aparelho geniturinário
N72;N00-N99;Doenças do aparelho geniturinário
N72.0;N00-N99;Doenças do aparelho geniturinário
N72.1;N00-N99;Doenças do aparelho geniturinário
N72.2;N00-N99;Doenças do aparelho geniturinário
N72.3;N00-N99;Doenças do aparelho geniturinário
N72.4;N00-N99;Doenças do aparelho geniturinário
N72.5;N00-N99;Doenças do aparelho geniturinário
N72.6;N00-N99;Doenças do aparelho geniturinário
N72.7;N00-N99;Doenças do aparelho geniturinário
N72.8;N00-N99;Doenças do aparelho geniturinário
N72.9;N00-N99;Doenças do aparelho geniturinário
N73;N00-N99;Doenças do aparelho geniturinário
N73.0;N00-N99;Doenças do aparelho geniturinário
N73.1;N00-N99;Doenças do aparelho geniturinário
N73.2;N00-N99;Doenças do aparelho geniturinário
N73.3;N00-N99;Doenças do aparelho geniturinário
N73.4;N00-N99;Doenças do aparelho geniturinário
N73.5;N00-N99;Doenças do aparelho geniturinário
N73.6;N00-N99;Doenças do aparelho geniturinário
N73.7;N00-N99;Doenças do aparelho geniturinário
N73.8;N00-N99;Doenças do aparelho geniturinário
N73.9;N00-N99;Doenças do aparelho geniturinário
N74;N00-N99;Doenças do aparelho geniturinário
N74.0;N00-N99;Doenças do aparelho geniturinário
N74.1;N00-N99;Doenças do aparelho geniturinário
N74.2;N00-N99;Doenças do aparelho geniturinário
N74.3;N00-N99;Doenças do aparelho geniturinário
N74.4;N00-N99;Doenças do aparelho geniturinário
N74.5;N00-N99;Doenças do aparelho geniturinário
N74.6;N00-N99;Doenças do aparelho geniturinário
N74.7;N00-N99;Doenças do aparelho geniturinário
N74.8;N00-N99;Doenças do aparelho geniturinário
N74.9;N00-N99;Doenças do aparelho geniturinário
N75;N00-N99;Doenças do aparelho geniturinário
N75.0;N00-N99;Doenças do aparelho geniturinário
N75.1;N00-N99;Doenças do aparelho geniturinário
N75.2;N00-N99;Doenças do aparelho geniturinário
N75.3;N00-N99;Doenças do aparelho geniturinário
N75.4;N00-N99;Doenças do aparelho geniturinário
N75.5;N00-N99;Doenças do aparelho geniturinário
N75.6;N00-N99;Doenças do aparelho geniturinário
N75.7;N00-N99;Doenças do aparelho geniturinário
N75.8;N00-N99;Doenças do aparelho geniturinário
N75.9;N00-N99;Doenças do aparelho geniturinário
N76;N00-N99;Doenças do aparelho geniturinário
N76.0;N00-N99;Doenças do aparelho geniturinário
N76.1;N00-N99;Doenças do aparelho geniturinário
N76.2;N00-N99;Doenças do aparelho geniturinário
N76.3;N00-N99;Doenças do aparelho geniturinário
N76.4;N00-N99;Doenças do aparelho geniturinário
N76.5;N00-N99;Doenças do aparelho geniturinário
N76.6;N00-N99;Doenças do aparelho geniturinário
N76.7;N00-N99;Doenças do aparelho geniturinário
N76.8;N00-N99;Doenças do aparelho geniturinário
N76.9;N00-N99;Doenças do aparelho geniturinário
N77;N00-N99;Doenças do aparelho geniturinário
N77.0;N00-N99;Doenças do aparelho geniturinário
N77.1;N00-N99;Doenças do aparelho geniturinário
N77.2;N00-N99;Doenças do aparelho geniturinário
N77.3;N00-N99;Doenças do aparelho geniturinário
N77.4;N00-N99;Doenças do aparelho geniturinário
N77.5;N00-N99;Doenças do aparelho geniturinário
N77.6;N00-N99;Doenças do aparelho geniturinário
N77.7;N00-N99;Doenças do aparelho geniturinário
N77.8;N00-N99;Doenças do aparelho geniturinário
N77.9;N00-N99;Doenças do aparelho geniturinário
N78;N00-N99;Doenças do aparelho geniturinário
N78.0;N00-N99;Doenças do aparelho geniturinário
N78.1;N00-N99;Doenças do aparelho geniturinário
N78.2;N00-N99;Doenças do aparelho geniturinário
N78.3;N00-N99;Doenças do aparelho geniturinário
N78.4;N00-N99;Doenças do aparelho geniturinário
N78.5;N00-N99;Doenças do aparelho geniturinário
N78.6;N00-N99;Doenças do aparelho geniturinário
N78.7;N00-N99;Doenças do aparelho geniturinário
N78.8;N00-N99;Doenças do aparelho geniturinário
N78.9;N00-N99;Doenças do aparelho geniturinário
N79;N00-N99;Doenças do aparelho geniturinário
N79.0;N00-N99;Doenças do aparelho geniturinário
N79.1;N00-N99;Doenças do aparelho geniturinário
N79.2;N00-N99;Doenças do aparelho geniturinário
N79.3;N00-N99;Doenças do aparelho geniturinário
N79.4;N00-N99;Doenças do aparelho geniturinário
N79.5;N00-N99;Doenças do aparelho geniturinário
N79.6;N00-N99;Doenças do aparelho geniturinário
N79.7;N00-N99;Doenças do aparelho geniturinário
N79.8;N00-N99;Doenças do aparelho geniturinário
N79.9;N00-N99;Doenças do aparelho geniturinário
N80;N00-N99;Doenças do aparelho geniturinário
N80.0;N00-N99;Doenças do aparelho geniturinário
N80.1;N00-N99;Doenças do aparelho geniturinário
N80.2;N00-N99;Doenças do aparelho geniturinário
N80.3;N00-N99;Doenças do aparelho geniturinário
N80.4;N00-N99;Doenças do aparelho geniturinário
N80.5;N00-N99;Doenças do aparelho geniturinário
N80.6;N00-N99;Doenças do aparelho geniturinário
N80.7;N00-N99;Doenças do aparelho geniturinário
N80.8;N00-N99;Doenças do aparelho geniturinário
N80.9;N00-N99;Doenças do aparelho geniturinário
N81;N00-N99;Doenças do aparelho geniturinário
N81.0;N00-N99;Doenças do aparelho geniturinário
N81.1;N00-N99;Doenças do aparelho geniturinário
N81.2;N00-N99;Doenças do aparelho geniturinário
N81.3;N00-N99;Doenças do aparelho geniturinário
N81.4;N00-N99;Doenças do aparelho geniturinário
N81.5;N00-N99;Doenças do aparelho geniturinário
N81.6;N00-N99;Doenças do aparelho geniturinário
N81.7;N00-N99;Doenças do aparelho geniturinário
N81.8;N00-N99;Doenças do aparelho geniturinário
N81.9;N00-N99;Doenças do aparelho geniturinário
N82;N00-N99;Doenças do aparelho geniturinário
N82.0;N00-N99;Doenças do aparelho geniturinário
N82.1;N00-N99;Doenças do aparelho geniturinário
N82.2;N00-N99;Doenças do aparelho geniturinário
N82.3;N00-N99;Doenças do aparelho geniturinário
N82.4;N00-N99;Doenças do aparelho geniturinário
N82.5;N00-N99;Doenças do aparelho geniturinário
N82.6;N00-N99;Doenças do aparelho geniturinário
N82.7;N00-N99;Doenças do aparelho geniturinário
N82.8;N00-N99;Doenças do aparelho geniturinário
N82.9;N00-N99;Doenças do aparelho geniturinário
N83;N00-N99;Doenças do aparelho geniturinário
N83.0;N00-N99;Doenças do aparelho geniturinário
N83.1;N00-N99;Doenças do aparelho geniturinário
N83.2;N00-N99;Doenças do aparelho geniturinário
N83.3;N00-N99;Doenças do aparelho geniturinário
N83.4;N00-N99;Doenças do aparelho geniturinário
N83.5;N00-N99;Doenças do aparelho geniturinário
N83.6;N00-N99;Doenças do aparelho geniturinário
N83.7;N00-N99;Doenças do aparelho geniturinário
N83.8;N00-N99;Doenças do aparelho geniturinário
N83.9;N00-N99;Doenças do aparelho geniturinário
N84;N00-N99;Doenças do aparelho geniturinário
N84.0;N00-N99;Doenças do aparelho geniturinário
N84.1;N00-N99;Doenças do aparelho geniturinário
N84.2;N00-N99;Doenças do aparelho geniturinário
N84.3;N00-N99;Doenças do aparelho geniturinário
N84.4;N00-N99;Doenças do aparelho geniturinário
N84.5;N00-N99;Doenças do aparelho geniturinário
N84.6;N00-N99;Doenças do aparelho geniturinário
N84.7;N00-N99;Doenças do aparelho geniturinário
N84.8;N00-N99;Doenças do aparelho geniturinário
N84.9;N00-N99;Doenças do aparelho geniturinário
N85;N00-N99;Doenças do aparelho geniturinário
N85.0;N00-N99;Doenças do aparelho geniturinário
